小韻號	對應廣韻小韻號	代表字	全部字	反切	韻目
3538	3758	立	立䶘粒笠鴗苙砬䇐	力急	緝
3539	3759	急	急給芨汲伋級彶𦳌㽺皀𩾳	居立	緝
3540	3760	岌	岌	魚及	緝
3541	3761	泣	泣湆㬤	去急	緝
3542	3762	𩎕	𩎕霫卌㗩	先立	緝
3543	3764	吸	吸歙翕𧬈潝熻嬆翖𨝫	許及	緝
3544	3763	澀	澀鈒雭歰翜	色立	緝
3545	3765	戢	戢𦠾𧥄㗊蕺濈嶯	阻立	緝
3546	3766	邑	邑悒裛浥䓃䭂	英及	緝
3547	3767	湁	湁雴	丑立	緝
3548	3768	煜	煜曄熠	爲立	緝
3549	3770	𡆴	㘝	女縶	緝
3550	3772	鵖	鵖	房及	緝
3551	3774	偛	偛㞚䙄		緝
3552	3540	藥	藥躍礿蘥鑰瀹爚籥𡶂鸙纅䋤㜰𤒀䠯𨈋龠䟑𤄶	以灼	藥
3553	3541	略	略䌎掠䂮𧐯䀩𧎾	離灼	藥
3554	3542	脚	腳屩卻	居灼	藥
3555	3543	灼	灼斫彴㣿勺酌繳焯䅵𧘑䇽犳䶂	之藥	藥
3556	3544	爍	爍鑠獡㜰𤻲	書藥	藥
3557	3545	若	若𦴈弱鄀箬掿蒻䐞惹叒	而灼	藥
3558	3546	綽	綽磭婥	處灼	藥
3559	3547	約	約葯	於略	藥
3560	3548	却	卻𨟠	去約	藥
3561	3549	虐	虐瘧	魚約	藥
3562	3569	謔	謔	虛約	藥
3563	3550	妁	妁杓仢芍勺汋	市若	藥
3564	3551	𤟭	㲋婼逴辵𧍷	丑略	藥
3565	3552	削	削	息略	藥
3566	3553	斮	斮	側略	藥
3567	3554	爵	爵雀㩱燋	即略	藥
3568	3555	皭	皭嚼爝	在爵	藥
3569	3556	鵲	鵲趞㹱䇎芍碏	七雀	藥
3570	3557	噱	噱蹻𠊬谷䁔𧍕	其虐	藥
3571	3558	嬳	嬳彠	憂縛	藥
3572	3559	縛	縛	符玃	藥
3573	3560	矆	矆彏	許縛	藥
3574	3561	籰	籰	王縛	藥
3575	3562	玃	玃𧾱钁攫矍躩𨏹𪈴	居縛	藥
3576	3563	著	著芍擆斱	竹略	藥
3577	3564	著	著	直略	藥
3578	3566	戄	戄䣤𡚠貜	衢籰	藥
3579	3570	鐸	鐸剫𢜬踱凙度襗䐾㤞𩍜𩑒	徒各	鐸
3580	3571	莫	莫幕鄚膜鏌摸漠瘼𢊗慔寞	慕各	鐸
3581	3572	落	落烙絡洛珞酪樂轢笿硌駱𤽼𩊚㓢馲鮥䶅䀩𩂣𪇱濼袼	盧各	鐸
3582	3573	託	託袥橐魠籜柝侂沰蘀𩢵飥	他各	鐸
3583	3574	作	作柞糳迮	子洛	鐸
3584	3575	錯	錯厝䱜逪縒	倉各	鐸
3585	3576	各	各閣格胳	古落	鐸
3586	3577	恪	恪	苦各	鐸
3587	3578	愕	愕鄂諤鍔崿鶚鰐萼噩𡓐㮙𧊜顎𩖀	五各	鐸
3588	3580	惡	惡蝁堊	烏各	鐸
3589	3587	諾	諾	奴各	鐸
3590	3579	粕	粕𩔈濼𦢸䪙搏𥴮𦥭𦿍胉	匹各	鐸
3591	3581	泊	泊亳箔薄鎛𩽛𩍿踄	傍各	鐸
3592	3582	臛	𦞦鄗壑蠚郝嗃	呵各	鐸
3593	3583	索	索𢱢𩌈	蘇各	鐸
3594	3584	涸	涸𠗂鶴狢䅂佫䶅貈	下各	鐸
3595	3585	昨	昨酢莋𣫞鑿笮柞㸲怍秨䣢筰𢂃𦁎醋	在各	鐸
3596	3586	博	博髆爆搏餺鑮鎛㗘襮䶈䗚䍸䙏	補各	鐸
3597	3588	霍	霍霩䁨蒮	虎郭	鐸
3598	3589	郭	郭崞槨擴	古博	鐸
3599	3590	雘	艧𩟓蠖	烏郭	鐸
3600	3591	穫	穫㦜檴鑊𤐰䨥𤻙	胡郭	鐸
3601	3592	廓	廓鞹𠠎漷	苦郭	鐸
3602	3694	職	軄織膱蟙𧄕職	之翼	職
3603	3695	直	直犆	除力	職
3604	3696	力	力扐屴仂泐𡯄	良直	職
3605	3697	勅	敕飭淔趩拭侙𪀦遫栻荲	褚力	職
3606	3698	陟	陟稙	竹力	職
3607	3699	食	食蝕	乘力	職
3608	3700	息	息鄎㮩瘜𦞜蒠熄	相即	職
3609	3701	寔	寔湜殖植埴	常職	職
3610	3702	識	識式拭軾飾	商職	職
3611	3703	赩	赩𥈜衋䵱	許力	職
3612	3705	極	極	渠力	職
3613	3704	崱	崱𡸦	士力	職
3614	3706	匿	匿𧈟㥾	女力	職
3615	3707	測	測惻畟𡍫䔴	愴力	職
3616	3708a	憶	憶臆億繶澺醷檍薏䗷𠶷𩍖𣚍	於力	職
3617	3710	䩯	䩯	丘力	職
3618	3709	色	色㱇嗇𩍙穡薔濇繬	所力	職
3619	3711	殛	殛㥛襋棘蕀𡕮	紀力	職
3620	3712	弋	弋翊翌廙黓翼䴬隿𧃟㚤潩杙𢎀𧾰㔴𦔜芅釴	与職	職
3621	3713	即	即稷㮨㹄蝍□□□□𤊵𤠎	子力	職
3622	3714	逼	逼皕偪䫾㘠	彼側	職
3623	3715	域	域□□□□琙𦈸𪑝	榮逼	職
3624	3716	洫	洫閾緎侐𥄎□□□	況逼	職
3625	3717	堛	堛愊踾𤗚𩜰揊稫畗副䦼	芳逼	職
3626	3718	𥟔	稄𣅳𢯩仄萴側夨夨	阻力	職
3627	3719	愎	愎腷𤐸	皮逼	職
3628	3708b	抑	抑𡊶	於棘	職
3629	3720	嶷	嶷薿觺	魚力	職
3630	3721	堲	堲	秦力	職
3631	3725	德	德得䙷	多特	德
3632	3726	則	則	即勒	德
3633	3727	勒	勒肋扐仂𤨕艻阞	盧德	德
3634	3728	忒	忒㧹慝𥊸	他則	德
3635	3729	刻	刻克剋勊	苦德	德
3636	3730	特	特𧴮𧈱樴蚮	徒德	德
3637	3731	黑	黑濹㱄	呼德	德
3638	3732	墨	墨默䘃冒纆嫼䁇𪑥㒻	莫北	德
3639	3733	賊	賊鱡𧒿	昨則	德
3640	3734	塞	塞𢞝	蘇則	德
3641	3735	北	北	波墨	德
3642	3736	菔	菔僰匐垘䞳𠣵䵗𧟱	傍北	德
3643	3737	或	或惑蜮𡿿	胡國	德
3644	3738	國	國	古或	德
3645	3739	䬵	䬵	愛墨	德
3646	3741	䘅	䘅	乃北	德
3647	3862	業	業鄴驜㸣𠟪䧨	魚怯	業
3648	3863	脅	脅𣣲㢵	虛業	業
3649	3864	怯	怯	去劫	業
3650	3865	劫	劫扱跲鉣拾	居怯	業
3651	3866	腌	腌罨裛𣩯䎨㪑䱒𩋊䤶	於業	業
3652	3869	乏	乏	房法	乏
3653	3870	法	法	方乏	乏
3654	3872	猲	猲姂	起法	乏
